ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
JEY,Jersey,total,Drinking water,2019,0,0,Limited service
JEY,Jersey,total,Drinking water,2019,0,0,Surface water
JEY,Jersey,total,Drinking water,2019,92.57413,95218.04522,Safely managed service
JEY,Jersey,total,Drinking water,2019,2.025,2082.834,Unimproved
JOR,Jordan,total,Drinking water,2019,19.30896,2060631.56737,Basic service
JOR,Jordan,total,Drinking water,2019,0.1441,15377.7659,Limited service
JOR,Jordan,total,Drinking water,2019,0.05979,6380.49498,Surface water
JOR,Jordan,total,Drinking water,2019,79.83304,8519694.68133,Safely managed service
JOR,Jordan,total,Drinking water,2019,0.65412,69806.53657,Unimproved
JPN,Japan,total,Drinking water,2019,0.49736,630147.37294,Basic service
JPN,Japan,total,Drinking water,2019,0,0,Limited service
JPN,Japan,total,Drinking water,2019,0,0,Surface water
JPN,Japan,total,Drinking water,2019,98.54612,124857361.65614,Safely managed service
JPN,Japan,total,Drinking water,2019,0.95653,1211914.98937,Unimproved
KAZ,Kazakhstan,total,Drinking water,2019,6.2155,1193970.41717,Basic service
KAZ,Kazakhstan,total,Drinking water,2019,1.9653,377525.93576,Limited service
KAZ,Kazakhstan,total,Drinking water,2019,0.07789,14961.93911,Surface water
KAZ,Kazakhstan,total,Drinking water,2019,90.39898,17365241.75948,Safely managed service
KAZ,Kazakhstan,total,Drinking water,2019,1.34233,257854.97815,Unimproved
KEN,Kenya,total,Drinking water,2019,61.49076,31485009.44018,At least basic
KEN,Kenya,total,Drinking water,2019,8.47116,4337473.71714,Limited service
KEN,Kenya,total,Drinking water,2019,21.22034,10865414.99966,Surface water
KEN,Kenya,total,Drinking water,2019,8.81773,4514928.84302,Unimproved
KGZ,Kyrgyzstan,total,Drinking water,2019,17.06613,1108280.18713,Basic service
KGZ,Kyrgyzstan,total,Drinking water,2019,2.11648,137444.83162,Limited service
KGZ,Kyrgyzstan,total,Drinking water,2019,4.17987,271442.24329,Surface water
KGZ,Kyrgyzstan,total,Drinking water,2019,74.97777,4869082.82583,Safely managed service
KGZ,Kyrgyzstan,total,Drinking water,2019,1.65975,107784.88661,Unimproved
KHM,Cambodia,total,Drinking water,2019,50.39574,8305875.82506,Basic service
KHM,Cambodia,total,Drinking water,2019,6.63533,1093589.13625,Limited service
KHM,Cambodia,total,Drinking water,2019,9.7056,1599609.21187,Surface water
KHM,Cambodia,total,Drinking water,2019,27.11748,4469314.13313,Safely managed service
KHM,Cambodia,total,Drinking water,2019,6.14585,1012915.4493,Unimproved
KIR,Kiribati,total,Drinking water,2019,61.73609,76503.97736,Basic service
KIR,Kiribati,total,Drinking water,2019,3.62169,4488.03291,Limited service
KIR,Kiribati,total,Drinking water,2019,0,0,Surface water
KIR,Kiribati,total,Drinking water,2019,14.07614,17443.29614,Safely managed service
KIR,Kiribati,total,Drinking water,2019,20.56608,25485.69466,Unimproved
KOR,Republic of Korea,total,Drinking water,2019,0.80102,414670.44332,Basic service
KOR,Republic of Korea,total,Drinking water,2019,0,0,Limited service
KOR,Republic of Korea,total,Drinking water,2019,0,0,Surface water
KOR,Republic of Korea,total,Drinking water,2019,98.89322,51194890.35008,Safely managed service
KOR,Republic of Korea,total,Drinking water,2019,0.30576,158285.21451,Unimproved
KWT,Kuwait,total,Drinking water,2019,0,0,Basic service
KWT,Kuwait,total,Drinking water,2019,0,0,Limited service
KWT,Kuwait,total,Drinking water,2019,0,0,Surface water
KWT,Kuwait,total,Drinking water,2019,100,4442194,Safely managed service
KWT,Kuwait,total,Drinking water,2019,0,0,Unimproved
LAO,Lao People's Democratic Republic,total,Drinking water,2019,62.37187,4514248.78191,Basic service
LAO,Lao People's Democratic Republic,total,Drinking water,2019,3.50232,253485.33104,Limited service
LAO,Lao People's Democratic Republic,total,Drinking water,2019,3.63825,263323.6395,Surface water
LAO,Lao People's Democratic Republic,total,Drinking water,2019,21.50634,1556550.87853,Safely managed service
LAO,Lao People's Democratic Republic,total,Drinking water,2019,8.98121,650027.36554,Unimproved
LBN,Lebanon,total,Drinking water,2019,44.9,2601772.79442,Basic service
LBN,Lebanon,total,Drinking water,2019,7.4,428799.956,Limited service
LBN,Lebanon,total,Drinking water,2019,0,0,Surface water
LBN,Lebanon,total,Drinking water,2019,47.7,2764021.338,Safely managed service
LBN,Lebanon,total,Drinking water,2019,0,0,Unimproved
LBR,Liberia,total,Drinking water,2019,75.51833,3808933.66215,At least basic
LBR,Liberia,total,Drinking water,2019,7.5912,382879.17811,Limited service
LBR,Liberia,total,Drinking water,2019,10.35087,522069.24036,Surface water
LBR,Liberia,total,Drinking water,2019,6.53959,329838.91938,Unimproved
LBY,Libya,total,Drinking water,2019,94.98984,6602774.96274,At least basic
LBY,Libya,total,Drinking water,2019,3.43503,238769.91628,Limited service
LBY,Libya,total,Drinking water,2019,0.09319,6477.3201,Surface water
LBY,Libya,total,Drinking water,2019,1.48195,103010.80088,Unimproved
LCA,Saint Lucia,total,Drinking water,2019,96.82498,172020.22816,At least basic
LCA,Saint Lucia,total,Drinking water,2019,1.81395,3222.68477,Limited service
LCA,Saint Lucia,total,Drinking water,2019,0.20285,360.3798,Surface water
LCA,Saint Lucia,total,Drinking water,2019,1.15822,2057.70726,Unimproved
LIE,Liechtenstein,total,Drinking water,2019,0,0,Basic service
LIE,Liechtenstein,total,Drinking water,2019,0,0,Limited service
LIE,Liechtenstein,total,Drinking water,2019,0,0,Surface water
LIE,Liechtenstein,total,Drinking water,2019,100,38440,Safely managed service
LIE,Liechtenstein,total,Drinking water,2019,0,0,Unimproved
LKA,Sri Lanka,total,Drinking water,2019,41.13109,9217703.92196,Basic service
LKA,Sri Lanka,total,Drinking water,2019,1.37293,307681.43056,Limited service
LKA,Sri Lanka,total,Drinking water,2019,2.20404,493936.42415,Surface water
LKA,Sri Lanka,total,Drinking water,2019,47.87638,10729361.45001,Safely managed service
LKA,Sri Lanka,total,Drinking water,2019,7.41556,1661868.67963,Unimproved
LSO,Lesotho,total,Drinking water,2019,48.52126,1072031.21349,Basic service
LSO,Lesotho,total,Drinking water,2019,10.01604,221294.86556,Limited service
LSO,Lesotho,total,Drinking water,2019,3.23654,71508.33719,Surface water
LSO,Lesotho,total,Drinking water,2019,26.61643,588064.71812,Safely managed service
LSO,Lesotho,total,Drinking water,2019,11.60973,256505.84625,Unimproved
LTU,Lithuania,total,Drinking water,2019,3.15141,88083.87347,Basic service
LTU,Lithuania,total,Drinking water,2019,0,0,Limited service
LTU,Lithuania,total,Drinking water,2019,0,0,Surface water
LTU,Lithuania,total,Drinking water,2019,95.3858,2666088.30275,Safely managed service
LTU,Lithuania,total,Drinking water,2019,1.46279,40885.82416,Unimproved
LUX,Luxembourg,total,Drinking water,2019,0.36676,2274.50714,Basic service
LUX,Luxembourg,total,Drinking water,2019,0,0,Limited service
LUX,Luxembourg,total,Drinking water,2019,0,0,Surface water
LUX,Luxembourg,total,Drinking water,2019,99.63324,617888.49279,Safely managed service
LUX,Luxembourg,total,Drinking water,2019,0,0,Unimproved
LVA,Latvia,total,Drinking water,2019,2.47461,47370.47689,Basic service
LVA,Latvia,total,Drinking water,2019,0.68118,13039.61769,Limited service
LVA,Latvia,total,Drinking water,2019,0,0,Surface water
LVA,Latvia,total,Drinking water,2019,96.12012,1839991.88052,Safely managed service
LVA,Latvia,total,Drinking water,2019,0.72409,13861.02345,Unimproved
MAC,"China, Macao SAR",total,Drinking water,2019,0,0,Basic service
MAC,"China, Macao SAR",total,Drinking water,2019,0,0,Limited service
MAC,"China, Macao SAR",total,Drinking water,2019,0,0,Surface water
MAC,"China, Macao SAR",total,Drinking water,2019,100,670974,Safely managed service
MAC,"China, Macao SAR",total,Drinking water,2019,0,0,Unimproved
MAF,Saint Martin (French Part),total,Drinking water,2019,3.29822,1130.20012,Basic service
MAF,Saint Martin (French Part),total,Drinking water,2019,0,0,Limited service
MAF,Saint Martin (French Part),total,Drinking water,2019,0,0,Surface water
MAF,Saint Martin (French Part),total,Drinking water,2019,96.64776,33118.28829,Safely managed service
MAF,Saint Martin (French Part),total,Drinking water,2019,0.05402,18.51159,Unimproved
MAR,Morocco,total,Drinking water,2019,15.67229,5675076.54591,Basic service
MAR,Morocco,total,Drinking water,2019,3.94346,1427960.57248,Limited service
MAR,Morocco,total,Drinking water,2019,0.19276,69800.98634,Surface water
MAR,Morocco,total,Drinking water,2019,71.10181,25746603.63302,Safely managed service
MAR,Morocco,total,Drinking water,2019,9.08968,3291456.34293,Unimproved
MCO,Monaco,total,Drinking water,2019,0,0,Basic service
MCO,Monaco,total,Drinking water,2019,0,0,Limited service
MCO,Monaco,total,Drinking water,2019,0,0,Surface water
MCO,Monaco,total,Drinking water,2019,100,38109,Safely managed service
MCO,Monaco,total,Drinking water,2019,0,0,Unimproved
MDA,Republic of Moldova,total,Drinking water,2019,16.52015,514199.88731,Basic service
MDA,Republic of Moldova,total,Drinking water,2019,1.51975,47303.0378,Limited service
MDA,Republic of Moldova,total,Drinking water,2019,0,0,Surface water
MDA,Republic of Moldova,total,Drinking water,2019,74.02817,2304172.66887,Safely managed service
MDA,Republic of Moldova,total,Drinking water,2019,7.93194,246886.42353,Unimproved
MDG,Madagascar,total,Drinking water,2019,32.26173,9104117.44995,Basic service
MDG,Madagascar,total,Drinking water,2019,4.27119,1205311.35542,Limited service
MDG,Madagascar,total,Drinking water,2019,14.83411,4186119.94642,Surface water
MDG,Madagascar,total,Drinking water,2019,19.16252,5407578.22878,Safely managed service
MDG,Madagascar,total,Drinking water,2019,29.47044,8316427.00878,Unimproved
MDV,Maldives,total,Drinking water,2019,99.62315,485892.9791,At least basic
MDV,Maldives,total,Drinking water,2019,0.0484,236.06059,Limited service
MDV,Maldives,total,Drinking water,2019,0,0,Surface water
MDV,Maldives,total,Drinking water,2019,0.32845,1601.9603,Unimproved
MEX,Mexico,total,Drinking water,2019,55.9655,70383881.53769,Basic service
MEX,Mexico,total,Drinking water,2019,0,0,Limited service
MEX,Mexico,total,Drinking water,2019,0.16636,209215.60595,Surface water
MEX,Mexico,total,Drinking water,2019,42.50394,53454216.71429,Safely managed service
MEX,Mexico,total,Drinking water,2019,1.36421,1715669.37184,Unimproved
MHL,Marshall Islands,total,Drinking water,2019,87.68926,38589.41244,At least basic
MHL,Marshall Islands,total,Drinking water,2019,11.23068,4942.28655,Limited service
MHL,Marshall Islands,total,Drinking water,2019,0,0,Surface water
MHL,Marshall Islands,total,Drinking water,2019,1.08006,475.30101,Unimproved
MKD,North Macedonia,total,Drinking water,2019,17.42639,330690.31566,Basic service
MKD,North Macedonia,total,Drinking water,2019,1.6911,32090.96973,Limited service
MKD,North Macedonia,total,Drinking water,2019,0.04828,916.14538,Surface water
MKD,North Macedonia,total,Drinking water,2019,80.54299,1528416.80015,Safely managed service
MKD,North Macedonia,total,Drinking water,2019,0.29124,5526.77755,Unimproved
MLI,Mali,total,Drinking water,2019,79.38758,16725696.37893,At least basic
MLI,Mali,total,Drinking water,2019,4.73675,997958.21604,Limited service
MLI,Mali,total,Drinking water,2019,1.10324,232434.32212,Surface water
MLI,Mali,total,Drinking water,2019,14.77243,3112316.08291,Unimproved
MLT,Malta,total,Drinking water,2019,0.11801,594.80316,Basic service
MLT,Malta,total,Drinking water,2019,0,0,Limited service
MLT,Malta,total,Drinking water,2019,0,0,Surface water
MLT,Malta,total,Drinking water,2019,99.88199,503420.19683,Safely managed service
MLT,Malta,total,Drinking water,2019,0,0,Unimproved
MMR,Myanmar,total,Drinking water,2019,24.07082,12671050.19244,Basic service
MMR,Myanmar,total,Drinking water,2019,2.67467,1407963.53348,Limited service
MMR,Myanmar,total,Drinking water,2019,9.92443,5224291.63482,Surface water
MMR,Myanmar,total,Drinking water,2019,57.57081,30305687.14158,Safely managed service
MMR,Myanmar,total,Drinking water,2019,5.75927,3031720.43058,Unimproved
MNE,Montenegro,total,Drinking water,2019,13.74056,84046.46855,Basic service
MNE,Montenegro,total,Drinking water,2019,0.67129,4106.05797,Limited service
MNE,Montenegro,total,Drinking water,2019,0.01203,73.5974,Surface water
MNE,Montenegro,total,Drinking water,2019,85.34101,522002.81755,Safely managed service
MNE,Montenegro,total,Drinking water,2019,0.23511,1438.05997,Unimproved
MNG,Mongolia,total,Drinking water,2019,44.26427,1430671.37361,Basic service
MNG,Mongolia,total,Drinking water,2019,5.90909,190988.32303,Limited service
MNG,Mongolia,total,Drinking water,2019,6.43928,208124.66874,Surface water
MNG,Mongolia,total,Drinking water,2019,37.96894,1227199.20135,Safely managed service
MNG,Mongolia,total,Drinking water,2019,5.41842,175129.37473,Unimproved
MNP,Northern Mariana Islands,total,Drinking water,2019,18.54545,8925.74157,Basic service
MNP,Northern Mariana Islands,total,Drinking water,2019,0,0,Limited service
MNP,Northern Mariana Islands,total,Drinking water,2019,0,0,Surface water
MNP,Northern Mariana Islands,total,Drinking water,2019,81.45455,39203.25818,Safely managed service
MNP,Northern Mariana Islands,total,Drinking water,2019,0,0,Unimproved
MOZ,Mozambique,total,Drinking water,2019,34.00275,10161511.13901,Basic service
MOZ,Mozambique,total,Drinking water,2019,9.60567,2870593.94866,Limited service
MOZ,Mozambique,total,Drinking water,2019,10.21093,3051473.44307,Surface water
MOZ,Mozambique,total,Drinking water,2019,22.25602,6651073.64183,Safely managed service
MOZ,Mozambique,total,Drinking water,2019,23.92463,7149727.40316,Unimproved
MRT,Mauritania,total,Drinking water,2019,70.18317,3135579.28081,At least basic
MRT,Mauritania,total,Drinking water,2019,14.36464,641770.13349,Limited service
MRT,Mauritania,total,Drinking water,2019,0.99023,44240.80248,Surface water
MRT,Mauritania,total,Drinking water,2019,14.46195,646117.78322,Unimproved
MSR,Montserrat,total,Drinking water,2019,98.06107,4451.97274,At least basic
MSR,Montserrat,total,Drinking water,2019,0,0,Limited service
MSR,Montserrat,total,Drinking water,2019,0,0,Surface water
MSR,Montserrat,total,Drinking water,2019,1.93893,88.02726,Unimproved
MTQ,Martinique,total,Drinking water,2019,0.62056,2231.60692,Basic service
MTQ,Martinique,total,Drinking water,2019,0,0,Limited service
MTQ,Martinique,total,Drinking water,2019,0,0,Surface water
MTQ,Martinique,total,Drinking water,2019,99.0312,356127.07958,Safely managed service
MTQ,Martinique,total,Drinking water,2019,0.34824,1252.31342,Unimproved
MUS,Mauritius,total,Drinking water,2019,99.8052,1283764.35965,At least basic
MUS,Mauritius,total,Drinking water,2019,0,0,Limited service
MUS,Mauritius,total,Drinking water,2019,0.0227,292.01758,Surface water
MUS,Mauritius,total,Drinking water,2019,0.1721,2213.62277,Unimproved
MWI,Malawi,total,Drinking water,2019,53.27298,10135584.28187,Basic service
MWI,Malawi,total,Drinking water,2019,19.84371,3775414.38817,Limited service
MWI,Malawi,total,Drinking water,2019,2.82351,537193.61917,Surface water
MWI,Malawi,total,Drinking water,2019,15.81779,3009453.97425,Safely managed service
MWI,Malawi,total,Drinking water,2019,8.24202,1568105.7858,Unimproved
MYS,Malaysia,total,Drinking water,2019,3.39893,1136622.15505,Basic service
MYS,Malaysia,total,Drinking water,2019,0.3609,120685.77314,Limited service
MYS,Malaysia,total,Drinking water,2019,94.27375,31525704.01156,Safely managed service
MYS,Malaysia,total,Drinking water,2019,1.96642,657584.0316,Unimproved
MYT,Mayotte,total,Drinking water,2019,2.93338,8064.18399,Basic service
MYT,Mayotte,total,Drinking water,2019,0,0,Limited service
MYT,Mayotte,total,Drinking water,2019,93.4378,256870.78977,Safely managed service
MYT,Mayotte,total,Drinking water,2019,3.62882,9976.02616,Unimproved
NAM,Namibia,total,Drinking water,2019,84.5549,2241122.57509,At least basic
NAM,Namibia,total,Drinking water,2019,7.27937,192939.3785,Limited service
NAM,Namibia,total,Drinking water,2019,3.59043,95164.05954,Surface water
NAM,Namibia,total,Drinking water,2019,4.5753,121267.98687,Unimproved
NCL,New Caledonia,total,Drinking water,2019,2.66085,7546.3385,Basic service
NCL,New Caledonia,total,Drinking water,2019,0,0,Limited service
NCL,New Caledonia,total,Drinking water,2019,0,0,Surface water
NCL,New Caledonia,total,Drinking water,2019,96.41112,273427.70748,Safely managed service
NCL,New Caledonia,total,Drinking water,2019,0.92803,2631.95399,Unimproved
NER,Niger,total,Drinking water,2019,50.04531,11484275.27438,At least basic
NER,Niger,total,Drinking water,2019,14.26446,3273373.67121,Limited service
NER,Niger,total,Drinking water,2019,2.20692,506439.21781,Surface water
NER,Niger,total,Drinking water,2019,33.48331,7683668.8366,Unimproved
NGA,Nigeria,total,Drinking water,2019,47.36893,99231108.35611,Basic service
NGA,Nigeria,total,Drinking water,2019,5.39495,11301650.62116,Limited service
NGA,Nigeria,total,Drinking water,2019,7.21052,15105007.54406,Surface water
NGA,Nigeria,total,Drinking water,2019,27.23039,57043759.04999,Safely managed service
NGA,Nigeria,total,Drinking water,2019,12.7952,26804116.22824,Unimproved
NIU,Niue,total,Drinking water,2019,3.60495,64.63668,Basic service
NIU,Niue,total,Drinking water,2019,0,0,Limited service
NIU,Niue,total,Drinking water,2019,0,0,Surface water
NIU,Niue,total,Drinking water,2019,94.81937,1700.11137,Safely managed service
NIU,Niue,total,Drinking water,2019,1.57568,28.25195,Unimproved
NLD,Netherlands (Kingdom of the),total,Drinking water,2019,0.03261,5719.15337,Basic service
NLD,Netherlands (Kingdom of the),total,Drinking water,2019,0,0,Limited service
NLD,Netherlands (Kingdom of the),total,Drinking water,2019,0,0,Surface water
NLD,Netherlands (Kingdom of the),total,Drinking water,2019,99.96739,17531787.68287,Safely managed service
NLD,Netherlands (Kingdom of the),total,Drinking water,2019,0,0.16406,Unimproved
NOR,Norway,total,Drinking water,2019,0.79763,42654.84444,Basic service
NOR,Norway,total,Drinking water,2019,0,0,Limited service
NOR,Norway,total,Drinking water,2019,0,0,Surface water
NOR,Norway,total,Drinking water,2019,99.20237,5305075.01261,Safely managed service
NOR,Norway,total,Drinking water,2019,0,0.1416,Unimproved
NPL,Nepal,total,Drinking water,2019,71.65957,20361395.73715,Basic service
NPL,Nepal,total,Drinking water,2019,2.95728,840282.64153,Limited service
NPL,Nepal,total,Drinking water,2019,1.14215,324530.31967,Surface water
NPL,Nepal,total,Drinking water,2019,19.29889,5483599.66631,Safely managed service
NPL,Nepal,total,Drinking water,2019,4.94211,1404255.30126,Unimproved
NRU,Nauru,total,Drinking water,2019,79.3288,9191.82764,Basic service
NRU,Nauru,total,Drinking water,2019,0.38962,45.14474,Limited service
NRU,Nauru,total,Drinking water,2019,0,0,Surface water
NRU,Nauru,total,Drinking water,2019,18.66002,2162.13609,Safely managed service
NRU,Nauru,total,Drinking water,2019,1.62157,187.89187,Unimproved
NZL,New Zealand,total,Drinking water,2019,1.87643,93622.57912,Basic service
NZL,New Zealand,total,Drinking water,2019,0,0,Limited service
NZL,New Zealand,total,Drinking water,2019,0,0,Surface water
NZL,New Zealand,total,Drinking water,2019,98.12357,4895780.19186,Safely managed service
NZL,New Zealand,total,Drinking water,2019,0,0.229,Unimproved
OMN,Oman,total,Drinking water,2019,1.6205,74401.10822,Basic service
OMN,Oman,total,Drinking water,2019,7.65792,351593.54756,Limited service
OMN,Oman,total,Drinking water,2019,0.10514,4827.06664,Surface water
OMN,Oman,total,Drinking water,2019,90.26776,4144410.44732,Safely managed service
OMN,Oman,total,Drinking water,2019,0.34868,16008.83114,Unimproved
PAK,Pakistan,total,Drinking water,2019,45.56989,105175704.83928,Basic service
PAK,Pakistan,total,Drinking water,2019,4.2177,9734500.24644,Limited service
PAK,Pakistan,total,Drinking water,2019,1.62847,3758518.9419,Surface water
PAK,Pakistan,total,Drinking water,2019,44.65689,103068505.25183,Safely managed service
PAK,Pakistan,total,Drinking water,2019,3.92705,9063673.52166,Unimproved
PAN,Panama,total,Drinking water,2019,94.13897,3986503.111,At least basic
PAN,Panama,total,Drinking water,2019,1.84876,78289.46213,Limited service
PAN,Panama,total,Drinking water,2019,1.5804,66925.38334,Surface water
PAN,Panama,total,Drinking water,2019,2.43186,102982.04353,Unimproved
PER,Peru,total,Drinking water,2019,41.74823,13547009.6435,Basic service
PER,Peru,total,Drinking water,2019,0.69287,224830.76426,Limited service
PER,Peru,total,Drinking water,2019,2.09999,681432.24603,Surface water
PER,Peru,total,Drinking water,2019,51.02226,16556368.25403,Safely managed service
PER,Peru,total,Drinking water,2019,4.43665,1439661.7877,Unimproved
PHL,Philippines,total,Drinking water,2019,46.5554,51585568.5563,Basic service
PHL,Philippines,total,Drinking water,2019,2.90225,3215825.47159,Limited service
PHL,Philippines,total,Drinking water,2019,0.14809,164094.52367,Surface water
PHL,Philippines,total,Drinking water,2019,47.32324,52436361.91636,Safely managed service
PHL,Philippines,total,Drinking water,2019,3.07102,3402830.63422,Unimproved
PLW,Palau,total,Drinking water,2019,12.80199,2278.49844,Basic service
PLW,Palau,total,Drinking water,2019,0,0,Limited service
PLW,Palau,total,Drinking water,2019,0,0,Surface water
PLW,Palau,total,Drinking water,2019,86.70765,15432.22673,Safely managed service
PLW,Palau,total,Drinking water,2019,0.49036,87.27484,Unimproved
PNG,Papua New Guinea,total,Drinking water,2019,48.28571,4639778.71254,At least basic
PNG,Papua New Guinea,total,Drinking water,2019,4.55514,437703.73998,Limited service
PNG,Papua New Guinea,total,Drinking water,2019,20.17775,1938881.70904,Surface water
PNG,Papua New Guinea,total,Drinking water,2019,26.9814,2592645.83843,Unimproved
POL,Poland,total,Drinking water,2019,1.50236,574291.22089,Basic service
POL,Poland,total,Drinking water,2019,0,0,Limited service
POL,Poland,total,Drinking water,2019,0,0,Surface water
POL,Poland,total,Drinking water,2019,91.28595,34894863.07149,Safely managed service
POL,Poland,total,Drinking water,2019,7.21169,2756730.69995,Unimproved
PRI,Puerto Rico,total,Drinking water,2019,0.14921,4906.02905,Basic service
PRI,Puerto Rico,total,Drinking water,2019,0,0,Limited service
PRI,Puerto Rico,total,Drinking water,2019,0,0,Surface water
PRI,Puerto Rico,total,Drinking water,2019,99.85079,3283121.97078,Safely managed service
PRI,Puerto Rico,total,Drinking water,2019,0,0,Unimproved
PRK,Democratic People's Republic of Korea,total,Drinking water,2019,27.51228,7163545.59713,Basic service
PRK,Democratic People's Republic of Korea,total,Drinking water,2019,0.68184,177534.37346,Limited service
PRK,Democratic People's Republic of Korea,total,Drinking water,2019,0.26506,69015.87109,Surface water
PRK,Democratic People's Republic of Korea,total,Drinking water,2019,66.31141,17265920.9499,Safely managed service
PRK,Democratic People's Republic of Korea,total,Drinking water,2019,5.22941,1361615.29256,Unimproved
PRT,Portugal,total,Drinking water,2019,4.30778,445563.08575,Basic service
PRT,Portugal,total,Drinking water,2019,0,0,Limited service
PRT,Portugal,total,Drinking water,2019,0,0,Surface water
PRT,Portugal,total,Drinking water,2019,94.91181,9816930.68428,Safely managed service
PRT,Portugal,total,Drinking water,2019,0.78041,80719.24874,Unimproved
PRY,Paraguay,total,Drinking water,2019,34.94046,2276391.49636,Basic service
PRY,Paraguay,total,Drinking water,2019,0.39978,26045.62415,Limited service
PRY,Paraguay,total,Drinking water,2019,0,0,Surface water
PRY,Paraguay,total,Drinking water,2019,63.08424,4109975.05973,Safely managed service
PRY,Paraguay,total,Drinking water,2019,1.57552,102645.75262,Unimproved
PSE,State of Palestine,total,Drinking water,2019,18.48546,916466.42361,Basic service
PSE,State of Palestine,total,Drinking water,2019,0.95133,47164.58015,Limited service
PSE,State of Palestine,total,Drinking water,2019,0,0,Surface water
PSE,State of Palestine,total,Drinking water,2019,80.56321,3994136.94955,Safely managed service
PSE,State of Palestine,total,Drinking water,2019,0,0.05566,Unimproved
PYF,French Polynesia,total,Drinking water,2019,9.55128,26651.32402,Basic service
PYF,French Polynesia,total,Drinking water,2019,0,0,Limited service
PYF,French Polynesia,total,Drinking water,2019,0,0,Surface water
PYF,French Polynesia,total,Drinking water,2019,90.44872,252382.67564,Safely managed service
PYF,French Polynesia,total,Drinking water,2019,0,0,Unimproved
QAT,Qatar,total,Drinking water,2019,4.02124,112511.08495,Basic service
QAT,Qatar,total,Drinking water,2019,0,0,Limited service
QAT,Qatar,total,Drinking water,2019,0,0,Surface water
QAT,Qatar,total,Drinking water,2019,95.94929,2684585.45881,Safely managed service
QAT,Qatar,total,Drinking water,2019,0.02947,824.45154,Unimproved
REU,Réunion,total,Drinking water,2019,3.75265,32172.44711,Basic service
REU,Réunion,total,Drinking water,2019,0,0,Limited service
REU,Réunion,total,Drinking water,2019,0,0,Surface water
REU,Réunion,total,Drinking water,2019,96.10576,823940.64908,Safely managed service
REU,Réunion,total,Drinking water,2019,0.14159,1213.90356,Unimproved
ROU,Romania,total,Drinking water,2019,18.0423,3518526.94199,Basic service
ROU,Romania,total,Drinking water,2019,0,0,Limited service
ROU,Romania,total,Drinking water,2019,0,0,Surface water
ROU,Romania,total,Drinking water,2019,81.9577,15983015.07942,Safely managed service
ROU,Romania,total,Drinking water,2019,0,0.00781,Unimproved
RUS,Russian Federation,total,Drinking water,2019,20.82207,30511222.15466,Basic service
RUS,Russian Federation,total,Drinking water,2019,0.61957,907878.86306,Limited service
RUS,Russian Federation,total,Drinking water,2019,75.92538,111255790.6123,Safely managed service
RUS,Russian Federation,total,Drinking water,2019,2.63297,3858174.00247,Unimproved
RWA,Rwanda,total,Drinking water,2019,58.47285,7470552.00466,At least basic
RWA,Rwanda,total,Drinking water,2019,22.05722,2818053.10358,Limited service
RWA,Rwanda,total,Drinking water,2019,8.66952,1107626.52487,Surface water
RWA,Rwanda,total,Drinking water,2019,10.80041,1379871.36689,Unimproved
SAU,Saudi Arabia,total,Drinking water,2019,99.04867,30182914.65306,At least basic
SAU,Saudi Arabia,total,Drinking water,2019,0.67072,204388.28532,Limited service
SAU,Saudi Arabia,total,Drinking water,2019,0.0302,9203.52713,Surface water
SAU,Saudi Arabia,total,Drinking water,2019,0.2504,76304.53449,Unimproved
SDN,Sudan,total,Drinking water,2019,60.12277,27384825.86941,At least basic
SDN,Sudan,total,Drinking water,2019,26.68776,12155786.27927,Limited service
SDN,Sudan,total,Drinking water,2019,5.85198,2665470.21642,Surface water
SDN,Sudan,total,Drinking water,2019,7.33749,3342092.63491,Unimproved
SEN,Senegal,total,Drinking water,2019,56.67927,9268716.46713,Basic service
SEN,Senegal,total,Drinking water,2019,3.49812,572044.09485,Limited service
SEN,Senegal,total,Drinking water,2019,0.28831,47146.7198,Surface water
SEN,Senegal,total,Drinking water,2019,25.64959,4194458.05485,Safely managed service
SEN,Senegal,total,Drinking water,2019,13.88472,2270556.9178,Unimproved
SGP,Singapore,total,Drinking water,2019,0,0,Basic service
SGP,Singapore,total,Drinking water,2019,0,0,Limited service
SGP,Singapore,total,Drinking water,2019,0,0,Surface water
SGP,Singapore,total,Drinking water,2019,100,5669563,Safely managed service
SGP,Singapore,total,Drinking water,2019,0,0,Unimproved
SHN,Saint Helena,total,Drinking water,2019,2.88204,157.30161,Basic service
SHN,Saint Helena,total,Drinking water,2019,0,0,Limited service
SHN,Saint Helena,total,Drinking water,2019,0,0,Surface water
SHN,Saint Helena,total,Drinking water,2019,96.42953,5263.12377,Safely managed service
SHN,Saint Helena,total,Drinking water,2019,0.68843,37.57461,Unimproved
SLB,Solomon Islands,total,Drinking water,2019,71.58489,521243.24903,At least basic
SLB,Solomon Islands,total,Drinking water,2019,6.3027,45892.904,Limited service
SLB,Solomon Islands,total,Drinking water,2019,4.3008,31316.13865,Surface water
SLB,Solomon Islands,total,Drinking water,2019,17.81161,129694.70833,Unimproved
SLE,Sierra Leone,total,Drinking water,2019,52.75082,4078688.37224,Basic service
SLE,Sierra Leone,total,Drinking water,2019,7.44889,575947.24288,Limited service
SLE,Sierra Leone,total,Drinking water,2019,14.26499,1102967.55009,Surface water
SLE,Sierra Leone,total,Drinking water,2019,9.49278,733980.82299,Safely managed service
