mortality
Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;2026-04-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;
Greenland;GRL;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;GTM;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;;;;;;;
Guam;GUM;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyana;GUY;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.6;;;;;;;
High income;HIC;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.7483116042785;;;;;;;
Hong Kong SAR, China;HKG;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Honduras;HND;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.1;;;;;;;
Heavily indebted poor countries (HIPC);HPC;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.6678155509869;;;;;;;
Croatia;HRV;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.7;;;;;;;
Haiti;HTI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.9;;;;;;;
Hungary;HUN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;
IBRD only;IBD;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7994738629121;;;;;;;
IDA & IBRD total;IBT;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0776859650136;;;;;;;
IDA total;IDA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.4869155399134;;;;;;;
IDA blend;IDB;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.4524042850375;;;;;;;
Indonesia;IDN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8;;;;;;;
IDA only;IDX;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.6299042756956;;;;;;;
Isle of Man;IMN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.4;;;;;;;
Not classified;INX;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.7;;;;;;;
Iran, Islamic Rep.;IRN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.9;;;;;;;
Iraq;IRQ;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.4;;;;;;;
Iceland;ISL;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4;;;;;;;
Israel;ISR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;
Italy;ITA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;
Jamaica;JAM;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3;;;;;;;
Jordan;JOR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9;;;;;;;
Japan;JPN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.4;;;;;;;
Kazakhstan;KAZ;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.2;;;;;;;
Kenya;KEN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;;;;;;;
Kyrgyz Republic;KGZ;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3;;;;;;;
Cambodia;KHM;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.1;;;;;;;
Kiribati;KIR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.4;;;;;;;
St. Kitts and Nevis;KNA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Korea, Rep.;KOR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.2;;;;;;;
Kuwait;KWT;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;;;;;;;
Latin America & Caribbean (excluding high income);LAC;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.77542581441862;;;;;;;
Lao PDR;LAO;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.5;;;;;;;
Lebanon;LBN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4;;;;;;;
Liberia;LBR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.6;;;;;;;
Libya;LBY;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2;;;;;;;
St. Lucia;LCA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.8;;;;;;;
Latin America & Caribbean;LCN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.49718829498195;;;;;;;
Least developed countries: UN classification;LDC;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.3090268846164;;;;;;;
Low income;LIC;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.2553500612699;;;;;;;
Liechtenstein;LIE;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;LKA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.8;;;;;;;
Lower middle income;LMC;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.7666393977127;;;;;;;
Low & middle income;LMY;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.3821648662672;;;;;;;
Lesotho;LSO;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108.1;;;;;;;
Late-demographic dividend;LTE;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.57769818032047;;;;;;;
Lithuania;LTU;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6;;;;;;;
Luxembourg;LUX;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9;;;;;;;
Latvia;LVA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6;;;;;;;
Macao SAR, China;MAC;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Martin (French part);MAF;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.6;;;;;;;
Monaco;MCO;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moldova;MDA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;;;;
Madagascar;MDG;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.1;;;;;;;
Maldives;MDV;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3;;;;;;;
Middle East, North Africa, Afghanistan & Pakistan;MEA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0372256421571;;;;;;;
Mexico;MEX;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;;;;
Marshall Islands;MHL;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Middle income;MIC;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.4794002526069;;;;;;;
North Macedonia;MKD;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
Mali;MLI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.1;;;;;;;
Malta;MLT;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.6;;;;;;;
Myanmar;MMR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.9;;;;;;;
Middle East, North Africa, Afghanistan & Pakistan (excluding high income);MNA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.3684449987859;;;;;;;
Montenegro;MNE;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;;;;;;;
Mongolia;MNG;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.2;;;;;;;
Northern Mariana Islands;MNP;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;MOZ;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.6;;;;;;;
Mauritania;MRT;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.8;;;;;;;
Mauritius;MUS;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.5;;;;;;;
Malawi;MWI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.8;;;;;;;
Malaysia;MYS;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.4;;;;;;;
North America;NAC;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3;;;;;;;
Namibia;NAM;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.8;;;;;;;
New Caledonia;NCL;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niger;NER;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.3;;;;;;;
Nigeria;NGA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.7;;;;;;;
Nicaragua;NIC;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;;;;
Netherlands;NLD;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;;;;
Norway;NOR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;;;;
Nepal;NPL;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.8;;;;;;;
Nauru;NRU;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
New Zealand;NZL;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1;;;;;;;
OECD members;OED;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.71939909654216;;;;;;;
Oman;OMN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6;;;;;;;
Other small states;OSS;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.171838366248;;;;;;;
Pakistan;PAK;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.8;;;;;;;
Panama;PAN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.2;;;;;;;
Peru;PER;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.6;;;;;;;
Philippines;PHL;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.9;;;;;;;
Palau;PLW;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Papua New Guinea;PNG;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.9;;;;;;;
